Ewe/V	Capacity/mA.h	
2.4305468E+000	0.000000000000000E+000
2.4320538E+000	0.000000000000000E+000
2.4332938E+000	0.000000000000000E+000
2.4347818E+000	0.000000000000000E+000
2.4360027E+000	0.000000000000000E+000
2.4374716E+000	0.000000000000000E+000
2.4387498E+000	0.000000000000000E+000
2.4399898E+000	0.000000000000000E+000
2.4412489E+000	0.000000000000000E+000
2.4424698E+000	0.000000000000000E+000
2.4438243E+000	0.000000000000000E+000
2.4451025E+000	0.000000000000000E+000
2.4462280E+000	0.000000000000000E+000
2.4474490E+000	0.000000000000000E+000
2.4486318E+000	0.000000000000000E+000
2.4497762E+000	0.000000000000000E+000
2.4510353E+000	0.000000000000000E+000
2.4521227E+000	0.000000000000000E+000
2.4530957E+000	0.000000000000000E+000
2.4542403E+000	0.000000000000000E+000
2.4555376E+000	0.000000000000000E+000
2.4565296E+000	0.000000000000000E+000
2.4575977E+000	0.000000000000000E+000
2.4587615E+000	0.000000000000000E+000
2.4598680E+000	0.000000000000000E+000
2.4609363E+000	0.000000000000000E+000
2.4618902E+000	0.000000000000000E+000
2.4629774E+000	0.000000000000000E+000
2.4638932E+000	0.000000000000000E+000
2.4649997E+000	0.000000000000000E+000
2.4660871E+000	0.000000000000000E+000
2.4669836E+000	0.000000000000000E+000
2.4679947E+000	0.000000000000000E+000
2.4689867E+000	0.000000000000000E+000
2.4699788E+000	0.000000000000000E+000
2.4708562E+000	0.000000000000000E+000
2.4719055E+000	0.000000000000000E+000
2.4728785E+000	0.000000000000000E+000
2.4737179E+000	0.000000000000000E+000
2.4748242E+000	0.000000000000000E+000
2.4755492E+000	0.000000000000000E+000
2.4765985E+000	0.000000000000000E+000
2.4774377E+000	0.000000000000000E+000
2.4784298E+000	0.000000000000000E+000
2.4793456E+000	0.000000000000000E+000
2.4801276E+000	0.000000000000000E+000
2.4810052E+000	0.000000000000000E+000
2.4820545E+000	0.000000000000000E+000
2.4827793E+000	0.000000000000000E+000
2.4838095E+000	0.000000000000000E+000
2.4845536E+000	0.000000000000000E+000
2.4853737E+000	0.000000000000000E+000
2.4862704E+000	0.000000000000000E+000
2.4871671E+000	0.000000000000000E+000
2.4880064E+000	0.000000000000000E+000
2.4887886E+000	0.000000000000000E+000
2.4895136E+000	0.000000000000000E+000
2.4906199E+000	0.000000000000000E+000
2.4913068E+000	0.000000000000000E+000
2.4921844E+000	0.000000000000000E+000
2.4929283E+000	0.000000000000000E+000
2.4936724E+000	0.000000000000000E+000
2.4945688E+000	0.000000000000000E+000
2.4954274E+000	0.000000000000000E+000
2.4963241E+000	0.000000000000000E+000
2.4970298E+000	0.000000000000000E+000
2.4978502E+000	0.000000000000000E+000
2.4986134E+000	0.000000000000000E+000
2.4994335E+000	0.000000000000000E+000
2.5002539E+000	0.000000000000000E+000
2.5009978E+000	0.000000000000000E+000
2.5017800E+000	0.000000000000000E+000
2.5025623E+000	0.000000000000000E+000
2.5034206E+000	0.000000000000000E+000
2.5042601E+000	0.000000000000000E+000
2.5049086E+000	0.000000000000000E+000
2.5056908E+000	0.000000000000000E+000
2.5064347E+000	0.000000000000000E+000
2.5073123E+000	0.000000000000000E+000
2.5079610E+000	0.000000000000000E+000
2.5088193E+000	0.000000000000000E+000
2.5094109E+000	0.000000000000000E+000
2.5103836E+000	0.000000000000000E+000
2.5111277E+000	0.000000000000000E+000
2.5117764E+000	0.000000000000000E+000
2.5127110E+000	0.000000000000000E+000
2.5135124E+000	0.000000000000000E+000
2.5141799E+000	0.000000000000000E+000
2.5149622E+000	0.000000000000000E+000
2.5157444E+000	0.000000000000000E+000
2.5165265E+000	0.000000000000000E+000
2.5173469E+000	0.000000000000000E+000
2.5182052E+000	0.000000000000000E+000
2.5189111E+000	0.000000000000000E+000
2.5197315E+000	0.000000000000000E+000
2.5204372E+000	0.000000000000000E+000
2.5212576E+000	0.000000000000000E+000
2.5221159E+000	0.000000000000000E+000
2.5228219E+000	0.000000000000000E+000
2.5237186E+000	0.000000000000000E+000
2.5245388E+000	0.000000000000000E+000
2.5253210E+000	0.000000000000000E+000
2.5261221E+000	0.000000000000000E+000
2.5269043E+000	0.000000000000000E+000
2.5278010E+000	0.000000000000000E+000
2.5284877E+000	0.000000000000000E+000
2.5295370E+000	0.000000000000000E+000
2.5302620E+000	0.000000000000000E+000
2.5311394E+000	0.000000000000000E+000
2.5320361E+000	0.000000000000000E+000
2.5330472E+000	0.000000000000000E+000
2.5338483E+000	0.000000000000000E+000
2.5348022E+000	0.000000000000000E+000
2.5355654E+000	0.000000000000000E+000
2.5365572E+000	0.000000000000000E+000
2.5373776E+000	0.000000000000000E+000
2.5384078E+000	0.000000000000000E+000
2.5392089E+000	0.000000000000000E+000
2.5401437E+000	0.000000000000000E+000
2.5410976E+000	0.000000000000000E+000
2.5421469E+000	0.000000000000000E+000
2.5432534E+000	0.000000000000000E+000
2.5442262E+000	0.000000000000000E+000
2.5452564E+000	0.000000000000000E+000
2.5462103E+000	0.000000000000000E+000
2.5472596E+000	0.000000000000000E+000
2.5482514E+000	0.000000000000000E+000
2.5493960E+000	0.000000000000000E+000
2.5505216E+000	0.000000000000000E+000
2.5515900E+000	0.000000000000000E+000
2.5528300E+000	0.000000000000000E+000
2.5537457E+000	0.000000000000000E+000
2.5550046E+000	0.000000000000000E+000
2.5562446E+000	0.000000000000000E+000
2.5574656E+000	0.000000000000000E+000
2.5586865E+000	0.000000000000000E+000
2.5598693E+000	0.000000000000000E+000
2.5610521E+000	0.000000000000000E+000
2.5624065E+000	0.000000000000000E+000
2.5635512E+000	0.000000000000000E+000
2.5648484E+000	0.000000000000000E+000
2.5661075E+000	0.000000000000000E+000
2.5675764E+000	0.000000000000000E+000
2.5688927E+000	0.000000000000000E+000
2.5701900E+000	0.000000000000000E+000
2.5716779E+000	0.000000000000000E+000
2.5730133E+000	0.000000000000000E+000
2.5743678E+000	0.000000000000000E+000
2.5757985E+000	0.000000000000000E+000
2.5773246E+000	0.000000000000000E+000
2.5788319E+000	0.000000000000000E+000
2.5802245E+000	0.000000000000000E+000
2.5818841E+000	0.000000000000000E+000
2.5833721E+000	0.000000000000000E+000
2.5848219E+000	0.000000000000000E+000
2.5864244E+000	0.000000000000000E+000
2.5879889E+000	0.000000000000000E+000
2.5897057E+000	0.000000000000000E+000
2.5913844E+000	0.000000000000000E+000
2.5930250E+000	0.000000000000000E+000
2.5946085E+000	0.000000000000000E+000
2.5963635E+000	0.000000000000000E+000
2.5980422E+000	0.000000000000000E+000
2.5998929E+000	0.000000000000000E+000
2.6014190E+000	0.000000000000000E+000
2.6033075E+000	0.000000000000000E+000
2.6051390E+000	0.000000000000000E+000
2.6067605E+000	0.000000000000000E+000
2.6086109E+000	0.000000000000000E+000
2.6103661E+000	0.000000000000000E+000
2.6121783E+000	0.000000000000000E+000
2.6140668E+000	0.000000000000000E+000
2.6158412E+000	0.000000000000000E+000
2.6176915E+000	0.000000000000000E+000
2.6195230E+000	0.000000000000000E+000
2.6214688E+000	0.000000000000000E+000
2.6232619E+000	0.000000000000000E+000
2.6250362E+000	0.000000000000000E+000
2.6270583E+000	0.000000000000000E+000
2.6287944E+000	0.000000000000000E+000
2.6307211E+000	0.000000000000000E+000
2.6326480E+000	0.000000000000000E+000
2.6345174E+000	0.000000000000000E+000
2.6363106E+000	0.000000000000000E+000
2.6381993E+000	0.000000000000000E+000
2.6400115E+000	0.000000000000000E+000
2.6418240E+000	0.000000000000000E+000
2.6437125E+000	0.000000000000000E+000
2.6456392E+000	0.000000000000000E+000
2.6474135E+000	0.000000000000000E+000
2.6490731E+000	0.000000000000000E+000
2.6508281E+000	0.000000000000000E+000
2.6527741E+000	0.000000000000000E+000
2.6543574E+000	0.000000000000000E+000
2.6562462E+000	0.000000000000000E+000
2.6579821E+000	0.000000000000000E+000
2.6595654E+000	0.000000000000000E+000
2.6613777E+000	0.000000000000000E+000
2.6629612E+000	0.000000000000000E+000
2.6645827E+000	0.000000000000000E+000
2.6660898E+000	0.000000000000000E+000
2.6676540E+000	0.000000000000000E+000
2.6692183E+000	0.000000000000000E+000
2.6708019E+000	0.000000000000000E+000
2.6723471E+000	0.000000000000000E+000
2.6736825E+000	0.000000000000000E+000
2.6752658E+000	0.000000000000000E+000
2.6768301E+000	0.000000000000000E+000
2.6780319E+000	0.000000000000000E+000
2.6794245E+000	0.000000000000000E+000
2.6805501E+000	0.000000000000000E+000
2.6817710E+000	0.000000000000000E+000
2.6832399E+000	0.000000000000000E+000
2.6844227E+000	0.000000000000000E+000
2.6855483E+000	0.000000000000000E+000
2.6869218E+000	0.000000000000000E+000
2.6879711E+000	0.000000000000000E+000
2.6891730E+000	0.000000000000000E+000
2.6901076E+000	0.000000000000000E+000
2.6912522E+000	0.000000000000000E+000
2.6921489E+000	0.000000000000000E+000
2.6932554E+000	0.000000000000000E+000
2.6940756E+000	0.000000000000000E+000
2.6950486E+000	0.000000000000000E+000
2.6961360E+000	0.000000000000000E+000
2.6972044E+000	0.000000000000000E+000
2.6978528E+000	0.000000000000000E+000
2.6985397E+000	0.000000000000000E+000
2.6994934E+000	0.000000000000000E+000
2.7002375E+000	0.000000000000000E+000
2.7011342E+000	0.000000000000000E+000
2.7018971E+000	0.000000000000000E+000
2.7026222E+000	0.000000000000000E+000
2.7033279E+000	0.000000000000000E+000
2.7039957E+000	0.000000000000000E+000
2.7047205E+000	0.000000000000000E+000
2.7053502E+000	0.000000000000000E+000
2.7061131E+000	0.000000000000000E+000
2.7065711E+000	0.000000000000000E+000
2.7072196E+000	0.000000000000000E+000
2.7077157E+000	0.000000000000000E+000
2.7083070E+000	0.000000000000000E+000
2.7089367E+000	0.000000000000000E+000
2.7094898E+000	0.000000000000000E+000
2.7100048E+000	0.000000000000000E+000
2.7105963E+000	0.000000000000000E+000
2.7111495E+000	0.000000000000000E+000
2.7114549E+000	0.000000000000000E+000
2.7119126E+000	0.000000000000000E+000
2.7124276E+000	0.000000000000000E+000
2.7129238E+000	0.000000000000000E+000
2.7133052E+000	0.000000000000000E+000
2.7137249E+000	0.000000000000000E+000
2.7140300E+000	0.000000000000000E+000
2.7145452E+000	0.000000000000000E+000
2.7147360E+000	0.000000000000000E+000
2.7151365E+000	0.000000000000000E+000
2.7153847E+000	0.000000000000000E+000
2.7159188E+000	0.000000000000000E+000
2.7162240E+000	0.000000000000000E+000
2.7164338E+000	0.000000000000000E+000
2.7168918E+000	0.000000000000000E+000
2.7171779E+000	0.000000000000000E+000
2.7173495E+000	0.000000000000000E+000
2.7176166E+000	0.000000000000000E+000
2.7179408E+000	0.000000000000000E+000
2.7179983E+000	0.000000000000000E+000
2.7184370E+000	0.000000000000000E+000
2.7186468E+000	0.000000000000000E+000
2.7188566E+000	0.000000000000000E+000
2.7190092E+000	0.000000000000000E+000
2.7193336E+000	0.000000000000000E+000
2.7195816E+000	0.000000000000000E+000
2.7196770E+000	0.000000000000000E+000
2.7199249E+000	0.000000000000000E+000
2.7200775E+000	0.000000000000000E+000
2.7202110E+000	0.000000000000000E+000
2.7205162E+000	0.000000000000000E+000
2.7206309E+000	0.000000000000000E+000
2.7207453E+000	0.000000000000000E+000
2.7208216E+000	0.000000000000000E+000
2.7210696E+000	0.000000000000000E+000
2.7211268E+000	0.000000000000000E+000
2.7212031E+000	0.000000000000000E+000
2.7213938E+000	0.000000000000000E+000
2.7214320E+000	0.000000000000000E+000
2.7216418E+000	0.000000000000000E+000
2.7218516E+000	0.000000000000000E+000
2.7218325E+000	0.000000000000000E+000
2.7220235E+000	0.000000000000000E+000
2.7220044E+000	0.000000000000000E+000
2.7221570E+000	0.000000000000000E+000
2.7221189E+000	0.000000000000000E+000
2.7223477E+000	0.000000000000000E+000
2.7223096E+000	0.000000000000000E+000
2.7223668E+000	0.000000000000000E+000
2.7224240E+000	0.000000000000000E+000
2.7225385E+000	0.000000000000000E+000
2.7225003E+000	0.000000000000000E+000
2.7225385E+000	0.000000000000000E+000
2.7227101E+000	0.000000000000000E+000
2.7226720E+000	0.000000000000000E+000
2.7226529E+000	0.000000000000000E+000
2.7226911E+000	0.000000000000000E+000
2.7226529E+000	0.000000000000000E+000
2.7228627E+000	0.000000000000000E+000
2.7227292E+000	0.000000000000000E+000
2.7228246E+000	0.000000000000000E+000
2.7227101E+000	0.000000000000000E+000
2.7230153E+000	0.000000000000000E+000
2.7227674E+000	0.000000000000000E+000
2.7228436E+000	0.000000000000000E+000
2.7227292E+000	0.000000000000000E+000
2.7227674E+000	0.000000000000000E+000
2.7227864E+000	0.000000000000000E+000
2.7228246E+000	0.000000000000000E+000
2.7228055E+000	0.000000000000000E+000
2.7228246E+000	0.000000000000000E+000
2.7228627E+000	0.000000000000000E+000
2.7227101E+000	0.000000000000000E+000
2.7228055E+000	0.000000000000000E+000
2.7228627E+000	0.000000000000000E+000
2.7226911E+000	0.000000000000000E+000
2.7226338E+000	0.000000000000000E+000
2.7226720E+000	0.000000000000000E+000
2.7224431E+000	0.000000000000000E+000
2.7224813E+000	0.000000000000000E+000
2.7225194E+000	0.000000000000000E+000
2.7224431E+000	0.000000000000000E+000
2.7223859E+000	0.000000000000000E+000
2.7223859E+000	0.000000000000000E+000
2.7221761E+000	0.000000000000000E+000
2.7221189E+000	0.000000000000000E+000
2.7221761E+000	0.000000000000000E+000
2.7221761E+000	0.000000000000000E+000
2.7220044E+000	0.000000000000000E+000
2.7220426E+000	0.000000000000000E+000
2.7220235E+000	0.000000000000000E+000
2.7220235E+000	0.000000000000000E+000
2.7217944E+000	0.000000000000000E+000
2.7216799E+000	0.000000000000000E+000
2.7217753E+000	0.000000000000000E+000
2.7216036E+000	0.000000000000000E+000
2.7215846E+000	0.000000000000000E+000
2.7216227E+000	0.000000000000000E+000
2.7216036E+000	0.000000000000000E+000
2.7214892E+000	0.000000000000000E+000
2.7214892E+000	0.000000000000000E+000
2.7213748E+000	0.000000000000000E+000
2.7212985E+000	0.000000000000000E+000
2.7212031E+000	0.000000000000000E+000
2.7210696E+000	0.000000000000000E+000
2.7210505E+000	0.000000000000000E+000
2.7210696E+000	0.000000000000000E+000
2.7208216E+000	0.000000000000000E+000
2.7207453E+000	0.000000000000000E+000
2.7207453E+000	0.000000000000000E+000
2.7206309E+000	0.000000000000000E+000
2.7204590E+000	0.000000000000000E+000
2.7203064E+000	0.000000000000000E+000
2.7204399E+000	0.000000000000000E+000
2.7203255E+000	0.000000000000000E+000
2.7201729E+000	0.000000000000000E+000
2.7200966E+000	0.000000000000000E+000
2.7199821E+000	0.000000000000000E+000
2.7199440E+000	0.000000000000000E+000
2.7198105E+000	0.000000000000000E+000
2.7198868E+000	0.000000000000000E+000
2.7196960E+000	0.000000000000000E+000
2.7196007E+000	0.000000000000000E+000
2.7193909E+000	0.000000000000000E+000
2.7193909E+000	0.000000000000000E+000
2.7192380E+000	0.000000000000000E+000
2.7192380E+000	0.000000000000000E+000
2.7191427E+000	0.000000000000000E+000
2.7191427E+000	0.000000000000000E+000
2.7188566E+000	0.000000000000000E+000
2.7188184E+000	0.000000000000000E+000
2.7186277E+000	0.000000000000000E+000
2.7186658E+000	0.000000000000000E+000
2.7185323E+000	0.000000000000000E+000
2.7184370E+000	0.000000000000000E+000
2.7184370E+000	0.000000000000000E+000
2.7182462E+000	0.000000000000000E+000
2.7181318E+000	0.000000000000000E+000
2.7181318E+000	0.000000000000000E+000
2.7179408E+000	0.000000000000000E+000
2.7179217E+000	0.000000000000000E+000
2.7178454E+000	0.000000000000000E+000
2.7178073E+000	0.000000000000000E+000
2.7176929E+000	0.000000000000000E+000
2.7174258E+000	0.000000000000000E+000
2.7175021E+000	0.000000000000000E+000
2.7173495E+000	0.000000000000000E+000
2.7172160E+000	0.000000000000000E+000
2.7172351E+000	0.000000000000000E+000
2.7170253E+000	0.000000000000000E+000
2.7170634E+000	0.000000000000000E+000
2.7170253E+000	0.000000000000000E+000
2.7168155E+000	0.000000000000000E+000
2.7168727E+000	0.000000000000000E+000
2.7166436E+000	0.000000000000000E+000
2.7165101E+000	0.000000000000000E+000
2.7164719E+000	0.000000000000000E+000
2.7163193E+000	0.000000000000000E+000
2.7163002E+000	0.000000000000000E+000
2.7161667E+000	0.000000000000000E+000
2.7160714E+000	0.000000000000000E+000
2.7158616E+000	0.000000000000000E+000
2.7158234E+000	0.000000000000000E+000
2.7157662E+000	0.000000000000000E+000
2.7156518E+000	0.000000000000000E+000
2.7156327E+000	0.000000000000000E+000
2.7155182E+000	0.000000000000000E+000
2.7154801E+000	0.000000000000000E+000
2.7152510E+000	0.000000000000000E+000
2.7152510E+000	0.000000000000000E+000
2.7151937E+000	0.000000000000000E+000
2.7150412E+000	0.000000000000000E+000
2.7150030E+000	0.000000000000000E+000
2.7148314E+000	0.000000000000000E+000
2.7147741E+000	0.000000000000000E+000
2.7146597E+000	0.000000000000000E+000
2.7145262E+000	0.000000000000000E+000
2.7144690E+000	0.000000000000000E+000
2.7145262E+000	0.000000000000000E+000
2.7143354E+000	0.000000000000000E+000
2.7140684E+000	0.000000000000000E+000
2.7141447E+000	0.000000000000000E+000
2.7139156E+000	0.000000000000000E+000
2.7138011E+000	0.000000000000000E+000
2.7137630E+000	0.000000000000000E+000
2.7137821E+000	0.000000000000000E+000
2.7135150E+000	0.000000000000000E+000
2.7136104E+000	0.000000000000000E+000
2.7135150E+000	0.000000000000000E+000
2.7132480E+000	0.000000000000000E+000
2.7132289E+000	0.000000000000000E+000
2.7131717E+000	0.000000000000000E+000
2.7131717E+000	0.000000000000000E+000
2.7130001E+000	0.000000000000000E+000
2.7129428E+000	0.000000000000000E+000
2.7127521E+000	0.000000000000000E+000
2.7128475E+000	0.000000000000000E+000
2.7126374E+000	0.000000000000000E+000
2.7124658E+000	0.000000000000000E+000
2.7124276E+000	0.000000000000000E+000
2.7123513E+000	0.000000000000000E+000
2.7124658E+000	0.000000000000000E+000
2.7122941E+000	0.000000000000000E+000
2.7121034E+000	0.000000000000000E+000
2.7120652E+000	0.000000000000000E+000
2.7119317E+000	0.000000000000000E+000
2.7119889E+000	0.000000000000000E+000
2.7116838E+000	0.000000000000000E+000
2.7115884E+000	0.000000000000000E+000
2.7117028E+000	0.000000000000000E+000
2.7115693E+000	0.000000000000000E+000
2.7114165E+000	0.000000000000000E+000
2.7113974E+000	0.000000000000000E+000
2.7111304E+000	0.000000000000000E+000
2.7113211E+000	0.000000000000000E+000
2.7111113E+000	0.000000000000000E+000
2.7110350E+000	0.000000000000000E+000
2.7110922E+000	0.000000000000000E+000
2.7109969E+000	0.000000000000000E+000
2.7109969E+000	0.000000000000000E+000
2.7107108E+000	0.000000000000000E+000
2.7106917E+000	0.000000000000000E+000
2.7105582E+000	0.000000000000000E+000
2.7105200E+000	0.000000000000000E+000
2.7105010E+000	0.000000000000000E+000
2.7103293E+000	0.000000000000000E+000
2.7103865E+000	0.000000000000000E+000
2.7100620E+000	0.000000000000000E+000
2.7100620E+000	0.000000000000000E+000
2.7100430E+000	0.000000000000000E+000
2.7098904E+000	0.000000000000000E+000
2.7099667E+000	0.000000000000000E+000
2.7097569E+000	0.000000000000000E+000
2.7098904E+000	0.000000000000000E+000
2.7097950E+000	0.000000000000000E+000
2.7096233E+000	0.000000000000000E+000
2.7095852E+000	0.000000000000000E+000
2.7095280E+000	0.000000000000000E+000
2.7094135E+000	0.000000000000000E+000
2.7094135E+000	0.000000000000000E+000
2.7093945E+000	0.000000000000000E+000
2.7091846E+000	0.000000000000000E+000
2.7089748E+000	0.000000000000000E+000
2.7092228E+000	0.000000000000000E+000
2.7090511E+000	0.000000000000000E+000
2.7089748E+000	0.000000000000000E+000
2.7088223E+000	0.000000000000000E+000
2.7088223E+000	0.000000000000000E+000
2.7087076E+000	0.000000000000000E+000
2.7085359E+000	0.000000000000000E+000
2.7086313E+000	0.000000000000000E+000
2.7084024E+000	0.000000000000000E+000
2.7084024E+000	0.000000000000000E+000
2.7083833E+000	0.000000000000000E+000
2.7084024E+000	0.000000000000000E+000
2.7082307E+000	0.000000000000000E+000
2.7081926E+000	0.000000000000000E+000
2.7081163E+000	0.000000000000000E+000
2.7080781E+000	0.000000000000000E+000
2.7078683E+000	0.000000000000000E+000
2.7078683E+000	0.000000000000000E+000
2.7078111E+000	0.000000000000000E+000
2.7079637E+000	0.000000000000000E+000
2.7077348E+000	0.000000000000000E+000
2.7076395E+000	0.000000000000000E+000
2.7076776E+000	0.000000000000000E+000
2.7076585E+000	0.000000000000000E+000
2.7075250E+000	0.000000000000000E+000
2.7074869E+000	0.000000000000000E+000
2.7073722E+000	0.000000000000000E+000
2.7074103E+000	0.000000000000000E+000
2.7073340E+000	0.000000000000000E+000
2.7072005E+000	0.000000000000000E+000
2.7071624E+000	0.000000000000000E+000
2.7070098E+000	0.000000000000000E+000
2.7069335E+000	0.000000000000000E+000
2.7068954E+000	0.000000000000000E+000
2.7068381E+000	0.000000000000000E+000
2.7068572E+000	0.000000000000000E+000
2.7067618E+000	0.000000000000000E+000
2.7066855E+000	0.000000000000000E+000
2.7067237E+000	0.000000000000000E+000
2.7065520E+000	0.000000000000000E+000
2.7064757E+000	0.000000000000000E+000
2.7065139E+000	0.000000000000000E+000
2.7064948E+000	0.000000000000000E+000
2.7064185E+000	0.000000000000000E+000
2.7063994E+000	0.000000000000000E+000
2.7062850E+000	0.000000000000000E+000
2.7062469E+000	0.000000000000000E+000
2.7061706E+000	0.000000000000000E+000
2.7061512E+000	0.000000000000000E+000
2.7060940E+000	0.000000000000000E+000
2.7059987E+000	0.000000000000000E+000
2.7060368E+000	0.000000000000000E+000
2.7058079E+000	0.000000000000000E+000
2.7058270E+000	0.000000000000000E+000
2.7056935E+000	0.000000000000000E+000
2.7057889E+000	0.000000000000000E+000
2.7058079E+000	0.000000000000000E+000
2.7056553E+000	0.000000000000000E+000
2.7054837E+000	0.000000000000000E+000
2.7055409E+000	0.000000000000000E+000
2.7056553E+000	0.000000000000000E+000
2.7054455E+000	0.000000000000000E+000
2.7052929E+000	0.000000000000000E+000
2.7054455E+000	0.000000000000000E+000
2.7052548E+000	0.000000000000000E+000
2.7051594E+000	0.000000000000000E+000
2.7051785E+000	0.000000000000000E+000
2.7051594E+000	0.000000000000000E+000
2.7050831E+000	0.000000000000000E+000
2.7051213E+000	0.000000000000000E+000
2.7051594E+000	0.000000000000000E+000
2.7049878E+000	0.000000000000000E+000
2.7049687E+000	0.000000000000000E+000
2.7049496E+000	0.000000000000000E+000
2.7048542E+000	0.000000000000000E+000
2.7047968E+000	0.000000000000000E+000
2.7048733E+000	0.000000000000000E+000
2.7047396E+000	0.000000000000000E+000
2.7047396E+000	0.000000000000000E+000
2.7047396E+000	0.000000000000000E+000
2.7045870E+000	0.000000000000000E+000
2.7045870E+000	0.000000000000000E+000
2.7045870E+000	0.000000000000000E+000
2.7044725E+000	0.000000000000000E+000
2.7044725E+000	0.000000000000000E+000
2.7043581E+000	0.000000000000000E+000
2.7044344E+000	0.000000000000000E+000
2.7043581E+000	0.000000000000000E+000
2.7041292E+000	0.000000000000000E+000
2.7043009E+000	0.000000000000000E+000
2.7043009E+000	0.000000000000000E+000
2.7041674E+000	0.000000000000000E+000
2.7041864E+000	0.000000000000000E+000
2.7042055E+000	0.000000000000000E+000
2.7040339E+000	0.000000000000000E+000
2.7040529E+000	0.000000000000000E+000
2.7039576E+000	0.000000000000000E+000
2.7038813E+000	0.000000000000000E+000
2.7040148E+000	0.000000000000000E+000
2.7038622E+000	0.000000000000000E+000
2.7039003E+000	0.000000000000000E+000
2.7038050E+000	0.000000000000000E+000
2.7037477E+000	0.000000000000000E+000
2.7037859E+000	0.000000000000000E+000
2.7036715E+000	0.000000000000000E+000
2.7035952E+000	0.000000000000000E+000
2.7035761E+000	0.000000000000000E+000
2.7035761E+000	0.000000000000000E+000
2.7036142E+000	0.000000000000000E+000
2.7035186E+000	0.000000000000000E+000
2.7035186E+000	0.000000000000000E+000
2.7033470E+000	0.000000000000000E+000
2.7033660E+000	0.000000000000000E+000
2.7033470E+000	0.000000000000000E+000
2.7032707E+000	0.000000000000000E+000
2.7032135E+000	0.000000000000000E+000
2.7032325E+000	0.000000000000000E+000
2.7032325E+000	0.000000000000000E+000
2.7030418E+000	0.000000000000000E+000
2.7030799E+000	0.000000000000000E+000
2.7032135E+000	0.000000000000000E+000
2.7031181E+000	0.000000000000000E+000
2.7030990E+000	0.000000000000000E+000
2.7030990E+000	0.000000000000000E+000
2.7030990E+000	0.000000000000000E+000
2.7030609E+000	0.000000000000000E+000
2.7029846E+000	0.000000000000000E+000
2.7027748E+000	0.000000000000000E+000
2.7030609E+000	0.000000000000000E+000
2.7029846E+000	0.000000000000000E+000
2.7029274E+000	0.000000000000000E+000
2.7028892E+000	0.000000000000000E+000
2.7027175E+000	0.000000000000000E+000
2.7028701E+000	0.000000000000000E+000
2.7028511E+000	0.000000000000000E+000
2.7027748E+000	0.000000000000000E+000
2.7027557E+000	0.000000000000000E+000
2.7026412E+000	0.000000000000000E+000
2.7027175E+000	0.000000000000000E+000
2.7026031E+000	0.000000000000000E+000
2.7026222E+000	0.000000000000000E+000
2.7026412E+000	0.000000000000000E+000
2.7026603E+000	0.000000000000000E+000
2.7025459E+000	0.000000000000000E+000
2.7025077E+000	0.000000000000000E+000
2.7025268E+000	0.000000000000000E+000
2.7025268E+000	0.000000000000000E+000
2.7023361E+000	0.000000000000000E+000
2.7024314E+000	0.000000000000000E+000
2.7023742E+000	0.000000000000000E+000
2.7023170E+000	0.000000000000000E+000
2.7023170E+000	0.000000000000000E+000
2.7023933E+000	0.000000000000000E+000
2.7022598E+000	0.000000000000000E+000
2.7023551E+000	0.000000000000000E+000
2.7022598E+000	0.000000000000000E+000
2.7022407E+000	0.000000000000000E+000
2.7022789E+000	0.000000000000000E+000
2.7022023E+000	0.000000000000000E+000
